product url,image url,product name,product price
https://www.glassesshop.com/eyeglasses/fm1564,"https://res.glassesshop.com/products/202101/5ff2c644628bc.jpg?im=Resize,width=800,height=400","
                                    Mamie",
https://www.glassesshop.com/eyeglasses/fp2195,"https://res.glassesshop.com/products/202011/5fc45793d9906.jpg?im=Resize,width=800,height=400","
                                    Owensboro",$12.95
https://www.glassesshop.com/eyeglasses/sup0622,"https://res.glassesshop.com/products/201904/5cb69b5e59b5c.jpg?im=Resize,width=800,height=400","
                                    Wilker",$29.95
https://www.glassesshop.com/eyeglasses/fp2561,"https://res.glassesshop.com/products/202203/62415bc131f46.jpg?im=Resize,width=800,height=400","
                                    Yvette",$26.95
https://www.glassesshop.com/eyeglasses/fm1565,"https://res.glassesshop.com/products/202106/60d13aac8e41f.jpg?im=Resize,width=800,height=400","
                                    Barret",$29.95
https://www.glassesshop.com/eyeglasses/fz1731,"https://res.glassesshop.com/products/202107/60f66041bfe3e.jpg?im=Resize,width=800,height=400","
                                    Union",$35.95
https://www.glassesshop.com/eyeglasses/fz1461,"https://res.glassesshop.com/products/202005/5eb913470af6b.jpg?im=Resize,width=800,height=400","
                                    Prairie",$29.95
https://www.glassesshop.com/eyeglasses/fp2484,"https://res.glassesshop.com/products/202111/617fad8258758.jpg?im=Resize,width=800,height=400","
                                    Worcester",$26.95
https://www.glassesshop.com/eyeglasses/fz1297,"https://res.glassesshop.com/products/201901/5c3403881a8fe.jpg?im=Resize,width=800,height=400","
                                    Hume",$29.95
https://www.glassesshop.com/eyeglasses/fp1644,"https://res.glassesshop.com/products/201805/5afe7e919eb7f.jpg?im=Resize,width=800,height=400","
                                    Isaiah",$19.95
https://www.glassesshop.com/eyeglasses/fp2234,"https://res.glassesshop.com/products/202103/60470e73f0d22.jpg?im=Resize,width=800,height=400","
                                    Houma",$12.95
https://www.glassesshop.com/eyeglasses/fz1277,"https://res.glassesshop.com/products/201810/5bbc50f6605c9.jpg?im=Resize,width=800,height=400","
                                    Ezekiel",$29.95
https://www.glassesshop.com/eyeglasses/fm1394,"https://res.glassesshop.com/products/202011/5fbf2aaec33c1.jpg?im=Resize,width=800,height=400","
                                    Attis",$26.95
https://www.glassesshop.com/eyeglasses/fz1159,"https://res.glassesshop.com/products/201805/5b0fae2e711fc.jpg?im=Resize,width=800,height=400","
                                    Enoch",$29.95
https://www.glassesshop.com/eyeglasses/sup0828,"https://res.glassesshop.com/products/202105/60924522f3ddf.jpg?im=Resize,width=800,height=400","
                                    Megan",$29.95
https://www.glassesshop.com/eyeglasses/fp2393,"https://res.glassesshop.com/products/202107/60f66001b3556.jpg?im=Resize,width=800,height=400","
                                    Montgomery",
https://www.glassesshop.com/eyeglasses/sup1291,"https://res.glassesshop.com/products/202203/624400ba9c855.jpg?im=Resize,width=800,height=400","
                                    Berenice",$26.95
https://www.glassesshop.com/eyeglasses/fp1443,"https://res.glassesshop.com/products/201711/59fd64946717c.jpg?im=Resize,width=800,height=400","
                                    Tiffen",
https://www.glassesshop.com/eyeglasses/fp2608,"https://res.glassesshop.com/products/202207/62cbdc0da6d24.jpg?im=Resize,width=800,height=400","
                                    Katherine",$26.95
https://www.glassesshop.com/eyeglasses/fp2587,"https://res.glassesshop.com/products/202205/6278d3a072378.jpg?im=Resize,width=800,height=400","
                                    FortMyers",$29.95
https://www.glassesshop.com/eyeglasses/fp2247,"https://res.glassesshop.com/products/202102/602a10121e714.jpg?im=Resize,width=800,height=400","
                                    Jackson",$26.95
https://www.glassesshop.com/eyeglasses/fp1806,"https://res.glassesshop.com/products/202301/63c601f65863d.jpg?im=Resize,width=800,height=400","
                                    Watertown",$19.95
https://www.glassesshop.com/eyeglasses/fm1790,"https://res.glassesshop.com/products/202207/62cbdd2bb08d1.jpg?im=Resize,width=800,height=400","
                                    Virgo",$29.95
https://www.glassesshop.com/eyeglasses/fp1988,"https://res.glassesshop.com/products/202106/60bdd7a9093d3.jpg?im=Resize,width=800,height=400","
                                    Labrador",$12.95
https://www.glassesshop.com/eyeglasses/fp2628,"https://res.glassesshop.com/products/202208/62f1d75f9f51e.jpg?im=Resize,width=800,height=400","
                                    Gainesville",$29.95
https://www.glassesshop.com/eyeglasses/fp2270,"https://res.glassesshop.com/products/202104/606bc795eb91c.jpg?im=Resize,width=800,height=400","
                                    Orlando",$12.95
https://www.glassesshop.com/eyeglasses/fp2105,"https://res.glassesshop.com/products/202006/5ef06e335153e.jpg?im=Resize,width=800,height=400","
                                    Salisbury",$19.95
https://www.glassesshop.com/eyeglasses/sm0945,"https://res.glassesshop.com/products/202208/62f9e78f4dd9d.jpg?im=Resize,width=800,height=400","
                                    Fernando",$19.95
https://www.glassesshop.com/eyeglasses/rm0307,"https://res.glassesshop.com/products/202112/61adc0828c9a3.jpg?im=Resize,width=800,height=400","
                                    Richfield",$29.95
https://www.glassesshop.com/eyeglasses/sup0711,"https://res.glassesshop.com/products/201907/5d268bd89da12.jpg?im=Resize,width=800,height=400","
                                    Marlowe",
https://www.glassesshop.com/eyeglasses/fz2025,"https://res.glassesshop.com/products/202209/63292118e1589.jpg?im=Resize,width=800,height=400","
                                    Placerville",$29.95
https://www.glassesshop.com/eyeglasses/fz1087,"https://res.glassesshop.com/products/201710/59e01c443bff6.jpg?im=Resize,width=800,height=400","
                                    Mandy",$29.95
https://www.glassesshop.com/eyeglasses/fz1382,"https://res.glassesshop.com/products/201908/5d4d19dba44c0.jpg?im=Resize,width=800,height=400","
                                    Lindsay",$29.95
https://www.glassesshop.com/eyeglasses/sm0753,"https://res.glassesshop.com/products/201707/5965e6a2a90a4.jpg?im=Resize,width=800,height=400","
                                    Matthew",$39.95
https://www.glassesshop.com/eyeglasses/sm0897,"https://res.glassesshop.com/products/202009/5f5f30c675b8a.jpg?im=Resize,width=800,height=400","
                                    Stephen",$12.95
https://www.glassesshop.com/eyeglasses/sup1317,"https://res.glassesshop.com/products/202205/6278cd891ebdd.jpg?im=Resize,width=800,height=400","
                                    Tate",$34.95
https://www.glassesshop.com/eyeglasses/fp2014,"https://res.glassesshop.com/products/201910/5db16a5a65486.jpg?im=Resize,width=800,height=400","
                                    Rainbow",$19.95
https://www.glassesshop.com/eyeglasses/fp2157,"https://res.glassesshop.com/products/202011/5fa8e940a056e.jpg?im=Resize,width=800,height=400","
                                    Indianapolis",$9.95
https://www.glassesshop.com/eyeglasses/ft0481,"https://res.glassesshop.com/products/202104/606bbef5d2e29.jpg?im=Resize,width=800,height=400","
                                    Clark",$54.95
https://www.glassesshop.com/eyeglasses/fm1812,"https://res.glassesshop.com/products/202209/63291e23d90e2.jpg?im=Resize,width=800,height=400","
                                    Traverse",$19.95
https://www.glassesshop.com/eyeglasses/st0273,"https://res.glassesshop.com/products/202205/6278cd304877e.jpg?im=Resize,width=800,height=400","
                                    Yves",$55.95
https://www.glassesshop.com/eyeglasses/fp2514,"https://res.glassesshop.com/products/202112/61adbf7e62f41.jpg?im=Resize,width=800,height=400","
                                    Hannah",$26.95
